OrderID,Date,Product,Category,Quantity,UnitPrice,TotalSales
1091,2023-01-09,Monitor,Electronics,3,300,900
1092,2023-01-10,Monitor,Electronics,3,300,900
1093,2023-01-10,Tablet,Electronics,1,500,500
1094,2023-01-10,Headphones,Accessories,1,150,150
1095,2023-01-10,Mouse,Accessories,3,50,150
1096,2023-01-10,Tablet,Electronics,2,500,1000
1097,2023-01-10,Headphones,Accessories,2,150,300
1098,2023-01-10,Phone,Electronics,1,800,800
1099,2023-01-10,Keyboard,Accessories,1,100,100
1100,2023-01-10,Monitor,Electronics,2,300,600
1101,2023-01-10,Headphones,Accessories,4,150,600
1102,2023-01-10,Headphones,Accessories,4,150,600
1103,2023-01-11,Keyboard,Accessories,2,100,200
1104,2023-01-11,Tablet,Electronics,4,500,2000
1105,2023-01-11,Phone,Electronics,3,800,2400
1106,2023-01-11,Headphones,Accessories,1,150,150
1107,2023-01-11,Mouse,Accessories,2,50,100
1108,2023-01-11,Laptop,Electronics,1,1200,1200
1109,2023-01-11,Laptop,Electronics,3,1200,3600
1110,2023-01-11,Keyboard,Accessories,1,100,100
1111,2023-01-12,Monitor,Electronics,1,300,300
1112,2023-01-12,Tablet,Electronics,3,500,1500
1113,2023-01-12,Keyboard,Accessories,4,100,400
1114,2023-01-12,Tablet,Electronics,1,500,500
1115,2023-01-12,Keyboard,Accessories,1,100,100
1116,2023-01-12,Laptop,Electronics,3,1200,3600
1117,2023-01-12,Phone,Electronics,4,800,3200
1118,2023-01-12,Mouse,Accessories,3,50,150
1119,2023-01-13,Laptop,Electronics,4,1200,4800
1120,2023-01-13,Laptop,Electronics,2,1200,2400
1121,2023-01-13,Laptop,Electronics,2,1200,2400
1122,2023-01-13,Headphones,Accessories,4,150,600
1123,2023-01-13,Keyboard,Accessories,3,100,300
1124,2023-01-13,Phone,Electronics,3,800,2400
1125,2023-01-13,Laptop,Electronics,1,1200,1200
1126,2023-01-13,Laptop,Electronics,4,1200,4800
1127,2023-01-13,Laptop,Electronics,3,1200,3600
1128,2023-01-13,Laptop,Electronics,2,1200,2400
1129,2023-01-14,Headphones,Accessories,2,150,300
1130,2023-01-14,Mouse,Accessories,1,50,50
1131,2023-01-14,Laptop,Electronics,1,1200,1200
1132,2023-01-14,Tablet,Electronics,2,500,1000
1133,2023-01-14,Phone,Electronics,1,800,800
1134,2023-01-14,Headphones,Accessories,2,150,300
1135,2023-01-15,Mouse,Accessories,4,50,200
1136,2023-01-15,Mouse,Accessories,3,50,150
1137,2023-01-15,Tablet,Electronics,1,500,500
1138,2023-01-15,Mouse,Accessories,2,50,100
1139,2023-01-15,Monitor,Electronics,4,300,1200
1140,2023-01-15,Phone,Electronics,2,800,1600
1141,2023-01-15,Keyboard,Accessories,3,100,300
1142,2023-01-15,Mouse,Accessories,4,50,200
1143,2023-01-15,Laptop,Electronics,1,1200,1200
1144,2023-01-15,Headphones,Accessories,3,150,450
1145,2023-01-16,Monitor,Electronics,3,300,900
1146,2023-01-16,Headphones,Accessories,4,150,600
1147,2023-01-16,Tablet,Electronics,4,500,2000
1148,2023-01-16,Tablet,Electronics,2,500,1000
1149,2023-01-16,Tablet,Electronics,3,500,1500
1150,2023-01-16,Tablet,Electronics,4,500,2000
1151,2023-01-16,Mouse,Accessories,4,50,200
1152,2023-01-16,Laptop,Electronics,1,1200,1200
1153,2023-01-16,Mouse,Accessories,2,50,100
1154,2023-01-16,Laptop,Electronics,3,1200,3600
1155,2023-01-17,Laptop,Electronics,2,1200,2400
1156,2023-01-17,Mouse,Accessories,3,50,150
1157,2023-01-17,Keyboard,Accessories,2,100,200
1158,2023-01-17,Tablet,Electronics,3,500,1500
1159,2023-01-17,Headphones,Accessories,4,150,600
1160,2023-01-17,Phone,Electronics,4,800,3200
1161,2023-01-17,Laptop,Electronics,4,1200,4800
1162,2023-01-17,Headphones,Accessories,1,150,150
1163,2023-01-17,Phone,Electronics,1,800,800
1164,2023-01-17,Keyboard,Accessories,4,100,400
1165,2023-01-17,Monitor,Electronics,1,300,300
1166,2023-01-17,Tablet,Electronics,3,500,1500
1167,2023-01-17,Laptop,Electronics,1,1200,1200
1168,2023-01-18,Tablet,Electronics,4,500,2000
1169,2023-01-18,Tablet,Electronics,4,500,2000
1170,2023-01-18,Keyboard,Accessories,4,100,400
1171,2023-01-18,Laptop,Electronics,4,1200,4800
1172,2023-01-18,Headphones,Accessories,3,150,450
1173,2023-01-18,Laptop,Electronics,4,1200,4800
1174,2023-01-18,Headphones,Accessories,2,150,300
1175,2023-01-19,Headphones,Accessories,2,150,300
1176,2023-01-19,Tablet,Electronics,4,500,2000
1177,2023-01-19,Keyboard,Accessories,1,100,100
1178,2023-01-19,Tablet,Electronics,1,500,500
1179,2023-01-19,Monitor,Electronics,2,300,600
1180,2023-01-19,Keyboard,Accessories,2,100,200
1181,2023-01-19,Phone,Electronics,2,800,1600
1182,2023-01-19,Tablet,Electronics,4,500,2000
1183,2023-01-19,Monitor,Electronics,1,300,300
1184,2023-01-19,Headphones,Accessories,1,150,150
1185,2023-01-19,Headphones,Accessories,1,150,150
1186,2023-01-19,Keyboard,Accessories,1,100,100
1187,2023-01-20,Mouse,Accessories,3,50,150
1188,2023-01-20,Laptop,Electronics,4,1200,4800
1189,2023-01-20,Laptop,Electronics,4,1200,4800
1190,2023-01-20,Headphones,Accessories,3,150,450
1191,2023-01-20,Tablet,Electronics,2,500,1000
1192,2023-01-20,Mouse,Accessories,2,50,100
1193,2023-01-20,Keyboard,Accessories,2,100,200
1194,2023-01-20,Keyboard,Accessories,2,100,200
1195,2023-01-21,Keyboard,Accessories,4,100,400
1196,2023-01-21,Tablet,Electronics,3,500,1500
1197,2023-01-21,Phone,Electronics,1,800,800
1198,2023-01-21,Keyboard,Accessories,1,100,100
1199,2023-01-21,Headphones,Accessories,3,150,450
1200,2023-01-21,Laptop,Electronics,1,1200,1200
1201,2023-01-21,Headphones,Accessories,1,150,150
1202,2023-01-22,Headphones,Accessories,3,150,450
1203,2023-01-22,Laptop,Electronics,4,1200,4800
1204,2023-01-22,Laptop,Electronics,4,1200,4800
1205,2023-01-22,Headphones,Accessories,2,150,300
1206,2023-01-22,Monitor,Electronics,2,300,600
1207,2023-01-22,Monitor,Electronics,2,300,600
1208,2023-01-22,Tablet,Electronics,4,500,2000
1209,2023-01-23,Monitor,Electronics,4,300,1200
1210,2023-01-23,Monitor,Electronics,1,300,300
1211,2023-01-23,Keyboard,Accessories,1,100,100
1212,2023-01-23,Mouse,Accessories,3,50,150
1213,2023-01-23,Headphones,Accessories,1,150,150
1214,2023-01-23,Headphones,Accessories,3,150,450
1215,2023-01-23,Monitor,Electronics,1,300,300
1216,2023-01-23,Mouse,Accessories,1,50,50
1217,2023-01-23,Tablet,Electronics,4,500,2000
1218,2023-01-23,Phone,Electronics,1,800,800
1219,2023-01-23,Phone,Electronics,3,800,2400
1220,2023-01-23,Keyboard,Accessories,2,100,200
1221,2023-01-23,Tablet,Electronics,4,500,2000
1222,2023-01-24,Phone,Electronics,4,800,3200
1223,2023-01-24,Mouse,Accessories,2,50,100
1224,2023-01-24,Mouse,Accessories,2,50,100
1225,2023-01-24,Mouse,Accessories,3,50,150
1226,2023-01-24,Phone,Electronics,2,800,1600
1227,2023-01-24,Phone,Electronics,1,800,800
1228,2023-01-24,Laptop,Electronics,1,1200,1200
1229,2023-01-24,Tablet,Electronics,2,500,1000
1230,2023-01-24,Mouse,Accessories,1,50,50
1231,2023-01-24,Phone,Electronics,3,800,2400
1232,2023-01-24,Phone,Electronics,3,800,2400
1233,2023-01-24,Phone,Electronics,1,800,800
1234,2023-01-25,Monitor,Electronics,4,300,1200
1235,2023-01-25,Phone,Electronics,3,800,2400
1236,2023-01-25,Laptop,Electronics,4,1200,4800
1237,2023-01-25,Monitor,Electronics,4,300,1200
1238,2023-01-25,Laptop,Electronics,4,1200,4800
1239,2023-01-25,Keyboard,Accessories,4,100,400
1240,2023-01-25,Keyboard,Accessories,4,100,400
1241,2023-01-25,Tablet,Electronics,3,500,1500
1242,2023-01-25,Mouse,Accessories,4,50,200
1243,2023-01-25,Phone,Electronics,2,800,1600
1244,2023-01-25,Mouse,Accessories,3,50,150
1245,2023-01-25,Keyboard,Accessories,3,100,300
1246,2023-01-26,Phone,Electronics,3,800,2400
1247,2023-01-26,Keyboard,Accessories,1,100,100
1248,2023-01-26,Keyboard,Accessories,2,100,200
1249,2023-01-26,Phone,Electronics,2,800,1600
1250,2023-01-26,Laptop,Electronics,4,1200,4800
1251,2023-01-26,Phone,Electronics,2,800,1600
1252,2023-01-26,Mouse,Accessories,2,50,100
1253,2023-01-26,Tablet,Electronics,4,500,2000
1254,2023-01-26,Monitor,Electronics,1,300,300
1255,2023-01-26,Monitor,Electronics,4,300,1200
1256,2023-01-26,Headphones,Accessories,4,150,600
1257,2023-01-26,Monitor,Electronics,3,300,900
1258,2023-01-26,Headphones,Accessories,2,150,300
1259,2023-01-27,Keyboard,Accessories,3,100,300
1260,2023-01-27,Tablet,Electronics,3,500,1500
1261,2023-01-27,Headphones,Accessories,4,150,600
1262,2023-01-27,Monitor,Electronics,2,300,600
1263,2023-01-27,Headphones,Accessories,2,150,300
1264,2023-01-27,Keyboard,Accessories,3,100,300
1265,2023-01-27,Laptop,Electronics,4,1200,4800
1266,2023-01-27,Mouse,Accessories,3,50,150
1267,2023-01-28,Mouse,Accessories,2,50,100
1268,2023-01-28,Monitor,Electronics,2,300,600
1269,2023-01-28,Monitor,Electronics,2,300,600
1270,2023-01-28,Mouse,Accessories,3,50,150
1271,2023-01-28,Laptop,Electronics,4,1200,4800
1272,2023-01-28,Monitor,Electronics,1,300,300
1273,2023-01-28,Phone,Electronics,2,800,1600
1274,2023-01-28,Laptop,Electronics,3,1200,3600
1275,2023-01-28,Phone,Electronics,4,800,3200
1276,2023-01-28,Keyboard,Accessories,2,100,200
1277,2023-01-28,Laptop,Electronics,4,1200,4800
1278,2023-01-28,Monitor,Electronics,1,300,300
1279,2023-01-28,Laptop,Electronics,4,1200,4800
1280,2023-01-28,Monitor,Electronics,3,300,900
1281,2023-01-29,Keyboard,Accessories,1,100,100
1282,2023-01-29,Mouse,Accessories,3,50,150
1283,2023-01-29,Headphones,Accessories,2,150,300
1284,2023-01-29,Tablet,Electronics,1,500,500
1285,2023-01-29,Keyboard,Accessories,1,100,100
1286,2023-01-29,Monitor,Electronics,2,300,600
1287,2023-01-29,Headphones,Accessories,1,150,150
1288,2023-01-29,Mouse,Accessories,1,50,50
1289,2023-01-29,Keyboard,Accessories,2,100,200
1290,2023-01-30,Monitor,Electronics,4,300,1200
1291,2023-01-30,Phone,Electronics,2,800,1600
1292,2023-01-30,Monitor,Electronics,3,300,900
1293,2023-01-30,Headphones,Accessories,1,150,150
1294,2023-01-30,Keyboard,Accessories,2,100,200
1295,2023-01-30,Monitor,Electronics,3,300,900
1296,2023-01-30,Phone,Electronics,2,800,1600
1297,2023-01-30,Keyboard,Accessories,1,100,100
1298,2023-01-31,Phone,Electronics,4,800,3200
1299,2023-01-31,Mouse,Accessories,2,50,100
1300,2023-01-31,Phone,Electronics,3,800,2400
1301,2023-01-31,Phone,Electronics,4,800,3200
1302,2023-01-31,Laptop,Electronics,4,1200,4800
1303,2023-01-31,Monitor,Electronics,1,300,300
1304,2023-01-31,Headphones,Accessories,4,150,600
1305,2023-01-31,Mouse,Accessories,2,50,100
1306,2023-02-01,Headphones,Accessories,4,150,600
1307,2023-02-01,Tablet,Electronics,4,500,2000
1308,2023-02-01,Headphones,Accessories,2,150,300
1309,2023-02-01,Tablet,Electronics,4,500,2000
1310,2023-02-01,Laptop,Electronics,1,1200,1200
1311,2023-02-02,Tablet,Electronics,1,500,500
1312,2023-02-02,Headphones,Accessories,3,150,450
1313,2023-02-02,Laptop,Electronics,1,1200,1200
1314,2023-02-02,Phone,Electronics,3,800,2400
1315,2023-02-02,Headphones,Accessories,1,150,150
1316,2023-02-02,Monitor,Electronics,4,300,1200
1317,2023-02-02,Mouse,Accessories,2,50,100
1318,2023-02-03,Monitor,Electronics,3,300,900
1319,2023-02-03,Phone,Electronics,3,800,2400
1320,2023-02-03,Mouse,Accessories,1,50,50
1321,2023-02-03,Phone,Electronics,4,800,3200
1322,2023-02-03,Monitor,Electronics,2,300,600
1323,2023-02-03,Phone,Electronics,2,800,1600
1324,2023-02-04,Tablet,Electronics,1,500,500
1325,2023-02-04,Mouse,Accessories,4,50,200
1326,2023-02-04,Phone,Electronics,1,800,800
1327,2023-02-04,Phone,Electronics,1,800,800
1328,2023-02-04,Tablet,Electronics,1,500,500
1329,2023-02-04,Headphones,Accessories,1,150,150
1330,2023-02-05,Monitor,Electronics,1,300,300
1331,2023-02-05,Headphones,Accessories,2,150,300
1332,2023-02-05,Monitor,Electronics,1,300,300
1333,2023-02-05,Tablet,Electronics,1,500,500
1334,2023-02-05,Tablet,Electronics,4,500,2000
1335,2023-02-05,Headphones,Accessories,2,150,300
1336,2023-02-05,Laptop,Electronics,3,1200,3600
1337,2023-02-05,Mouse,Accessories,2,50,100
1338,2023-02-05,Monitor,Electronics,4,300,1200
1339,2023-02-06,Mouse,Accessories,1,50,50
1340,2023-02-06,Mouse,Accessories,1,50,50
1341,2023-02-06,Tablet,Electronics,1,500,500
1342,2023-02-06,Keyboard,Accessories,1,100,100
1343,2023-02-06,Laptop,Electronics,2,1200,2400
1344,2023-02-07,Laptop,Electronics,2,1200,2400
1345,2023-02-07,Monitor,Electronics,3,300,900
1346,2023-02-07,Tablet,Electronics,1,500,500
1347,2023-02-07,Headphones,Accessories,4,150,600
1348,2023-02-07,Monitor,Electronics,1,300,300
1349,2023-02-07,Tablet,Electronics,4,500,2000
1350,2023-02-07,Laptop,Electronics,3,1200,3600
1351,2023-02-07,Headphones,Accessories,2,150,300
1352,2023-02-08,Tablet,Electronics,2,500,1000
1353,2023-02-08,Mouse,Accessories,4,50,200
1354,2023-02-08,Monitor,Electronics,1,300,300
1355,2023-02-08,Tablet,Electronics,4,500,2000
1356,2023-02-08,Laptop,Electronics,4,1200,4800
1357,2023-02-08,Tablet,Electronics,1,500,500
1358,2023-02-08,Headphones,Accessories,1,150,150
1359,2023-02-08,Mouse,Accessories,4,50,200
1360,2023-02-09,Mouse,Accessories,1,50,50
1361,2023-02-09,Monitor,Electronics,2,300,600
1362,2023-02-09,Phone,Electronics,3,800,2400
1363,2023-02-09,Keyboard,Accessories,3,100,300
1364,2023-02-09,Phone,Electronics,1,800,800
1365,2023-02-09,Tablet,Electronics,3,500,1500
1366,2023-02-09,Monitor,Electronics,3,300,900
1367,2023-02-09,Tablet,Electronics,2,500,1000
1368,2023-02-09,Mouse,Accessories,4,50,200
1369,2023-02-09,Laptop,Electronics,2,1200,2400
1370,2023-02-09,Phone,Electronics,4,800,3200
1371,2023-02-09,Laptop,Electronics,1,1200,1200
1372,2023-02-09,Keyboard,Accessories,3,100,300
1373,2023-02-10,Phone,Electronics,1,800,800
1374,2023-02-10,Phone,Electronics,3,800,2400
1375,2023-02-10,Phone,Electronics,2,800,1600
1376,2023-02-10,Monitor,Electronics,1,300,300
1377,2023-02-10,Monitor,Electronics,2,300,600
1378,2023-02-10,Tablet,Electronics,4,500,2000
1379,2023-02-10,Monitor,Electronics,1,300,300
1380,2023-02-10,Keyboard,Accessories,4,100,400
1381,2023-02-10,Laptop,Electronics,3,1200,3600
1382,2023-02-10,Mouse,Accessories,1,50,50
1383,2023-02-10,Monitor,Electronics,4,300,1200
1384,2023-02-10,Headphones,Accessories,2,150,300
1385,2023-02-11,Monitor,Electronics,4,300,1200
1386,2023-02-11,Keyboard,Accessories,3,100,300
1387,2023-02-11,Tablet,Electronics,2,500,1000
1388,2023-02-11,Phone,Electronics,3,800,2400
1389,2023-02-11,Mouse,Accessories,2,50,100
1390,2023-02-11,Tablet,Electronics,1,500,500
1391,2023-02-11,Monitor,Electronics,2,300,600
1392,2023-02-12,Headphones,Accessories,4,150,600
1393,2023-02-12,Monitor,Electronics,3,300,900
1394,2023-02-12,Laptop,Electronics,3,1200,3600
1395,2023-02-12,Laptop,Electronics,3,1200,3600
1396,2023-02-12,Monitor,Electronics,4,300,1200
1397,2023-02-12,Keyboard,Accessories,1,100,100
1398,2023-02-12,Mouse,Accessories,4,50,200
1399,2023-02-12,Laptop,Electronics,1,1200,1200
1400,2023-02-12,Laptop,Electronics,2,1200,2400
1401,2023-02-12,Monitor,Electronics,2,300,600
1402,2023-02-12,Phone,Electronics,4,800,3200
1403,2023-02-12,Monitor,Electronics,4,300,1200
1404,2023-02-12,Monitor,Electronics,1,300,300
1405,2023-02-12,Mouse,Accessories,1,50,50
1406,2023-02-13,Monitor,Electronics,3,300,900
1407,2023-02-13,Headphones,Accessories,1,150,150
1408,2023-02-13,Headphones,Accessories,3,150,450
1409,2023-02-13,Tablet,Electronics,4,500,2000
1410,2023-02-13,Laptop,Electronics,2,1200,2400
1411,2023-02-13,Mouse,Accessories,1,50,50
1412,2023-02-13,Laptop,Electronics,2,1200,2400
1413,2023-02-13,Mouse,Accessories,3,50,150
1414,2023-02-13,Laptop,Electronics,1,1200,1200
1415,2023-02-13,Keyboard,Accessories,2,100,200
1416,2023-02-14,Mouse,Accessories,1,50,50
1417,2023-02-14,Tablet,Electronics,4,500,2000
1418,2023-02-14,Phone,Electronics,4,800,3200
1419,2023-02-14,Keyboard,Accessories,4,100,400
1420,2023-02-14,Headphones,Accessories,1,150,150
1421,2023-02-14,Phone,Electronics,4,800,3200
1422,2023-02-14,Headphones,Accessories,2,150,300
1423,2023-02-15,Phone,Electronics,4,800,3200
1424,2023-02-15,Phone,Electronics,4,800,3200
1425,2023-02-15,Headphones,Accessories,1,150,150
1426,2023-02-15,Laptop,Electronics,4,1200,4800
1427,2023-02-15,Tablet,Electronics,2,500,1000
1428,2023-02-15,Mouse,Accessories,1,50,50
1429,2023-02-15,Laptop,Electronics,1,1200,1200
1430,2023-02-15,Monitor,Electronics,4,300,1200
1431,2023-02-15,Monitor,Electronics,4,300,1200
1432,2023-02-15,Monitor,Electronics,1,300,300
1433,2023-02-15,Keyboard,Accessories,3,100,300
1434,2023-02-15,Monitor,Electronics,2,300,600
1435,2023-02-16,Tablet,Electronics,4,500,2000
1436,2023-02-16,Monitor,Electronics,3,300,900
1437,2023-02-16,Laptop,Electronics,2,1200,2400
1438,2023-02-16,Phone,Electronics,4,800,3200
1439,2023-02-16,Keyboard,Accessories,2,100,200
1440,2023-02-16,Tablet,Electronics,1,500,500
1441,2023-02-17,Mouse,Accessories,4,50,200
1442,2023-02-17,Laptop,Electronics,2,1200,2400
1443,2023-02-17,Laptop,Electronics,2,1200,2400
1444,2023-02-17,Mouse,Accessories,1,50,50
1445,2023-02-17,Tablet,Electronics,1,500,500
1446,2023-02-17,Phone,Electronics,3,800,2400
1447,2023-02-17,Laptop,Electronics,2,1200,2400
1448,2023-02-17,Tablet,Electronics,3,500,1500
1449,2023-02-17,Laptop,Electronics,1,1200,1200
1450,2023-02-18,Phone,Electronics,1,800,800
1451,2023-02-18,Tablet,Electronics,3,500,1500
1452,2023-02-18,Laptop,Electronics,1,1200,1200
1453,2023-02-18,Mouse,Accessories,2,50,100
1454,2023-02-18,Headphones,Accessories,1,150,150
1455,2023-02-19,Mouse,Accessories,1,50,50
1456,2023-02-19,Keyboard,Accessories,3,100,300
1457,2023-02-19,Monitor,Electronics,3,300,900
1458,2023-02-19,Monitor,Electronics,1,300,300
1459,2023-02-19,Monitor,Electronics,2,300,600
1460,2023-02-19,Phone,Electronics,3,800,2400
1461,2023-02-19,Laptop,Electronics,1,1200,1200
1462,2023-02-19,Keyboard,Accessories,1,100,100
1463,2023-02-19,Keyboard,Accessories,1,100,100
1464,2023-02-20,Monitor,Electronics,1,300,300
1465,2023-02-20,Headphones,Accessories,2,150,300
1466,2023-02-20,Laptop,Electronics,1,1200,1200
1467,2023-02-20,Phone,Electronics,4,800,3200
1468,2023-02-20,Mouse,Accessories,4,50,200
1469,2023-02-20,Mouse,Accessories,2,50,100
1470,2023-02-20,Phone,Electronics,2,800,1600
1471,2023-02-21,Keyboard,Accessories,3,100,300
1472,2023-02-21,Tablet,Electronics,2,500,1000
1473,2023-02-21,Headphones,Accessories,1,150,150
1474,2023-02-21,Keyboard,Accessories,4,100,400
1475,2023-02-21,Monitor,Electronics,2,300,600
1476,2023-02-21,Keyboard,Accessories,3,100,300
1477,2023-02-21,Laptop,Electronics,1,1200,1200
1478,2023-02-21,Mouse,Accessories,3,50,150
1479,2023-02-21,Mouse,Accessories,3,50,150
1480,2023-02-21,Monitor,Electronics,1,300,300
1481,2023-02-22,Tablet,Electronics,3,500,1500
1482,2023-02-22,Mouse,Accessories,2,50,100
1483,2023-02-22,Headphones,Accessories,2,150,300
1484,2023-02-22,Keyboard,Accessories,2,100,200
1485,2023-02-22,Phone,Electronics,2,800,1600
1486,2023-02-22,Keyboard,Accessories,3,100,300
1487,2023-02-23,Mouse,Accessories,2,50,100
1488,2023-02-23,Headphones,Accessories,1,150,150
1489,2023-02-23,Keyboard,Accessories,1,100,100
1490,2023-02-23,Mouse,Accessories,4,50,200
1491,2023-02-23,Keyboard,Accessories,3,100,300
1492,2023-02-23,Phone,Electronics,3,800,2400
1493,2023-02-23,Laptop,Electronics,1,1200,1200
1494,2023-02-24,Phone,Electronics,4,800,3200
1495,2023-02-24,Laptop,Electronics,2,1200,2400
1496,2023-02-24,Laptop,Electronics,4,1200,4800
1497,2023-02-24,Headphones,Accessories,4,150,600
1498,2023-02-24,Monitor,Electronics,2,300,600
1499,2023-02-24,Keyboard,Accessories,1,100,100
1500,2023-02-24,Phone,Electronics,1,800,800
1501,2023-02-24,Keyboard,Accessories,3,100,300
1502,2023-02-25,Mouse,Accessories,1,50,50
1503,2023-02-25,Mouse,Accessories,3,50,150
1504,2023-02-25,Mouse,Accessories,3,50,150
1505,2023-02-25,Keyboard,Accessories,4,100,400
1506,2023-02-25,Headphones,Accessories,4,150,600
1507,2023-02-25,Headphones,Accessories,4,150,600
1508,2023-02-25,Laptop,Electronics,3,1200,3600
1509,2023-02-26,Tablet,Electronics,1,500,500
1510,2023-02-26,Phone,Electronics,1,800,800
1511,2023-02-26,Phone,Electronics,3,800,2400
1512,2023-02-26,Tablet,Electronics,1,500,500
1513,2023-02-26,Monitor,Electronics,2,300,600
1514,2023-02-26,Headphones,Accessories,2,150,300
1515,2023-02-26,Monitor,Electronics,2,300,600
1516,2023-02-27,Keyboard,Accessories,1,100,100
1517,2023-02-27,Monitor,Electronics,1,300,300
1518,2023-02-27,Headphones,Accessories,2,150,300
1519,2023-02-27,Keyboard,Accessories,2,100,200
1520,2023-02-27,Laptop,Electronics,2,1200,2400
1521,2023-02-27,Phone,Electronics,1,800,800
1522,2023-02-27,Tablet,Electronics,1,500,500
1523,2023-02-27,Phone,Electronics,1,800,800
1524,2023-02-27,Mouse,Accessories,1,50,50
